run_number,Version,density,fraction_majority,value_homophily,ethnic_homophily,move_anyway,step,turtles,unhappy,simcolor,simcolorS,simcolorC,simcolorRS,simcolorRC,simcolorGS,simcolorGC,simshape,simshapeS,simshapeC,simshapeRS,simshapeRC,simshapeGS,simshapeGC,numnei,numneiS,numneiC,numneiRS,numneiGS,numneiRC,numneiGC
1,Original_Schelling,70,50,0,0,0,0,1805,0,0.49,0.49,NA,0.5,NA,0.49,NA,1,1,NA,1,NA,1,NA,0.7,0.7,NA,0.7,0.7,NA,NA
2,Original_Schelling,70,50,0,0,0,0,1836,0,0.5,0.5,NA,0.51,NA,0.49,NA,1,1,NA,1,NA,1,NA,0.71,0.71,NA,0.71,0.71,NA,NA
3,Original_Schelling,70,50,0,0,0,0,1840,0,0.5,0.5,NA,0.49,NA,0.51,NA,1,1,NA,1,NA,1,NA,0.71,0.71,NA,0.71,0.71,NA,NA
4,Original_Schelling,70,50,0,0,0,0,1835,0,0.5,0.5,NA,0.49,NA,0.51,NA,1,1,NA,1,NA,1,NA,0.71,0.71,NA,0.71,0.71,NA,NA
5,Original_Schelling,70,50,0,0,0,0,1809,0,0.5,0.5,NA,0.5,NA,0.49,NA,1,1,NA,1,NA,1,NA,0.7,0.7,NA,0.7,0.7,NA,NA
6,Original_Schelling,70,50,0,0,0,0,1813,0,0.5,0.5,NA,0.5,NA,0.51,NA,1,1,NA,1,NA,1,NA,0.7,0.7,NA,0.7,0.7,NA,NA
7,Original_Schelling,70,50,0,0,0,0,1835,0,0.5,0.5,NA,0.5,NA,0.5,NA,1,1,NA,1,NA,1,NA,0.7,0.7,NA,0.71,0.7,NA,NA
8,Original_Schelling,70,50,0,0,0,0,1828,0,0.51,0.51,NA,0.51,NA,0.51,NA,1,1,NA,1,NA,1,NA,0.7,0.7,NA,0.7,0.71,NA,NA
9,Original_Schelling,70,50,0,0,0,0,1821,0,0.49,0.49,NA,0.49,NA,0.48,NA,1,1,NA,1,NA,1,NA,0.7,0.7,NA,0.71,0.7,NA,NA
10,Original_Schelling,70,50,0,0,0,0,1796,0,0.5,0.5,NA,0.51,NA,0.49,NA,1,1,NA,1,NA,1,NA,0.69,0.69,NA,0.69,0.69,NA,NA
11,Original_Schelling,70,50,0,10,0,3,1819,0,0.54,0.54,NA,0.53,NA,0.54,NA,1,1,NA,1,NA,1,NA,0.7,0.7,NA,0.71,0.7,NA,NA
12,Original_Schelling,70,50,0,10,0,3,1816,0,0.53,0.53,NA,0.54,NA,0.53,NA,1,1,NA,1,NA,1,NA,0.71,0.71,NA,0.71,0.71,NA,NA
13,Original_Schelling,70,50,0,10,0,3,1824,0,0.52,0.52,NA,0.52,NA,0.52,NA,1,1,NA,1,NA,1,NA,0.71,0.71,NA,0.7,0.72,NA,NA
14,Original_Schelling,70,50,0,10,0,2,1798,0,0.53,0.53,NA,0.55,NA,0.52,NA,1,1,NA,1,NA,1,NA,0.7,0.7,NA,0.7,0.7,NA,NA
15,Original_Schelling,70,50,0,10,0,2,1818,0,0.55,0.55,NA,0.54,NA,0.55,NA,1,1,NA,1,NA,1,NA,0.71,0.71,NA,0.7,0.72,NA,NA
16,Original_Schelling,70,50,0,10,0,3,1808,0,0.52,0.52,NA,0.5,NA,0.54,NA,1,1,NA,1,NA,1,NA,0.71,0.71,NA,0.72,0.7,NA,NA
17,Original_Schelling,70,50,0,10,0,3,1795,0,0.55,0.55,NA,0.53,NA,0.56,NA,1,1,NA,1,NA,1,NA,0.7,0.7,NA,0.7,0.69,NA,NA
18,Original_Schelling,70,50,0,10,0,3,1842,0,0.53,0.53,NA,0.54,NA,0.52,NA,1,1,NA,1,NA,1,NA,0.72,0.72,NA,0.72,0.72,NA,NA
19,Original_Schelling,70,50,0,10,0,4,1775,0,0.53,0.53,NA,0.52,NA,0.53,NA,1,1,NA,1,NA,1,NA,0.7,0.7,NA,0.7,0.7,NA,NA
20,Original_Schelling,70,50,0,10,0,2,1828,0,0.53,0.53,NA,0.51,NA,0.55,NA,1,1,NA,1,NA,1,NA,0.72,0.72,NA,0.72,0.71,NA,NA
21,Original_Schelling,70,50,0,20,0,7,1781,0,0.59,0.59,NA,0.62,NA,0.57,NA,1,1,NA,1,NA,1,NA,0.69,0.69,NA,0.69,0.69,NA,NA
22,Original_Schelling,70,50,0,20,0,6,1832,0,0.6,0.6,NA,0.59,NA,0.61,NA,1,1,NA,1,NA,1,NA,0.7,0.7,NA,0.71,0.7,NA,NA
23,Original_Schelling,70,50,0,20,0,5,1850,0,0.59,0.59,NA,0.59,NA,0.59,NA,1,1,NA,1,NA,1,NA,0.71,0.71,NA,0.72,0.71,NA,NA
24,Original_Schelling,70,50,0,20,0,6,1811,0,0.57,0.57,NA,0.59,NA,0.54,NA,1,1,NA,1,NA,1,NA,0.69,0.69,NA,0.69,0.7,NA,NA
25,Original_Schelling,70,50,0,20,0,6,1820,0,0.59,0.59,NA,0.6,NA,0.59,NA,1,1,NA,1,NA,1,NA,0.7,0.7,NA,0.69,0.71,NA,NA
26,Original_Schelling,70,50,0,20,0,9,1815,0,0.6,0.6,NA,0.58,NA,0.61,NA,1,1,NA,1,NA,1,NA,0.7,0.7,NA,0.7,0.69,NA,NA
27,Original_Schelling,70,50,0,20,0,7,1831,0,0.59,0.59,NA,0.6,NA,0.57,NA,1,1,NA,1,NA,1,NA,0.71,0.71,NA,0.7,0.71,NA,NA
28,Original_Schelling,70,50,0,20,0,7,1859,0,0.58,0.58,NA,0.59,NA,0.57,NA,1,1,NA,1,NA,1,NA,0.72,0.72,NA,0.72,0.72,NA,NA
29,Original_Schelling,70,50,0,20,0,7,1774,0,0.59,0.59,NA,0.58,NA,0.61,NA,1,1,NA,1,NA,1,NA,0.68,0.68,NA,0.68,0.68,NA,NA
30,Original_Schelling,70,50,0,20,0,10,1826,0,0.6,0.6,NA,0.58,NA,0.61,NA,1,1,NA,1,NA,1,NA,0.7,0.7,NA,0.7,0.7,NA,NA
31,Original_Schelling,70,50,0,30,0,14,1835,0,0.74,0.74,NA,0.74,NA,0.74,NA,1,1,NA,1,NA,1,NA,0.71,0.71,NA,0.7,0.72,NA,NA
32,Original_Schelling,70,50,0,30,0,20,1813,0,0.74,0.74,NA,0.74,NA,0.74,NA,1,1,NA,1,NA,1,NA,0.7,0.7,NA,0.69,0.71,NA,NA
33,Original_Schelling,70,50,0,30,0,14,1821,0,0.73,0.73,NA,0.72,NA,0.73,NA,1,1,NA,1,NA,1,NA,0.7,0.7,NA,0.7,0.71,NA,NA
34,Original_Schelling,70,50,0,30,0,10,1848,0,0.74,0.74,NA,0.74,NA,0.75,NA,1,1,NA,1,NA,1,NA,0.71,0.71,NA,0.71,0.71,NA,NA
35,Original_Schelling,70,50,0,30,0,11,1815,0,0.73,0.73,NA,0.73,NA,0.74,NA,1,1,NA,1,NA,1,NA,0.7,0.7,NA,0.7,0.7,NA,NA
36,Original_Schelling,70,50,0,30,0,14,1833,0,0.74,0.74,NA,0.73,NA,0.74,NA,1,1,NA,1,NA,1,NA,0.7,0.7,NA,0.71,0.7,NA,NA
37,Original_Schelling,70,50,0,30,0,12,1811,0,0.74,0.74,NA,0.74,NA,0.74,NA,1,1,NA,1,NA,1,NA,0.71,0.71,NA,0.71,0.7,NA,NA
38,Original_Schelling,70,50,0,30,0,9,1797,0,0.72,0.72,NA,0.72,NA,0.72,NA,1,1,NA,1,NA,1,NA,0.69,0.69,NA,0.7,0.69,NA,NA
39,Original_Schelling,70,50,0,30,0,11,1807,0,0.74,0.74,NA,0.73,NA,0.74,NA,1,1,NA,1,NA,1,NA,0.69,0.69,NA,0.69,0.7,NA,NA
40,Original_Schelling,70,50,0,30,0,8,1861,0,0.73,0.73,NA,0.73,NA,0.74,NA,1,1,NA,1,NA,1,NA,0.71,0.71,NA,0.72,0.71,NA,NA
41,Original_Schelling,70,50,0,40,0,14,1807,0,0.82,0.82,NA,0.83,NA,0.82,NA,1,1,NA,1,NA,1,NA,0.7,0.7,NA,0.7,0.71,NA,NA
42,Original_Schelling,70,50,0,40,0,12,1819,0,0.82,0.82,NA,0.82,NA,0.82,NA,1,1,NA,1,NA,1,NA,0.71,0.71,NA,0.7,0.72,NA,NA
43,Original_Schelling,70,50,0,40,0,13,1832,0,0.83,0.83,NA,0.83,NA,0.82,NA,1,1,NA,1,NA,1,NA,0.71,0.71,NA,0.7,0.72,NA,NA
44,Original_Schelling,70,50,0,40,0,17,1832,0,0.82,0.82,NA,0.83,NA,0.82,NA,1,1,NA,1,NA,1,NA,0.71,0.71,NA,0.72,0.71,NA,NA
45,Original_Schelling,70,50,0,40,0,12,1832,0,0.8,0.8,NA,0.8,NA,0.8,NA,1,1,NA,1,NA,1,NA,0.71,0.71,NA,0.72,0.7,NA,NA
46,Original_Schelling,70,50,0,40,0,14,1781,0,0.82,0.82,NA,0.82,NA,0.82,NA,1,1,NA,1,NA,1,NA,0.7,0.7,NA,0.69,0.71,NA,NA
47,Original_Schelling,70,50,0,40,0,13,1813,0,0.81,0.81,NA,0.81,NA,0.82,NA,1,1,NA,1,NA,1,NA,0.7,0.7,NA,0.71,0.7,NA,NA
48,Original_Schelling,70,50,0,40,0,12,1799,0,0.79,0.79,NA,0.79,NA,0.79,NA,1,1,NA,1,NA,1,NA,0.7,0.7,NA,0.69,0.71,NA,NA
49,Original_Schelling,70,50,0,40,0,13,1828,0,0.82,0.82,NA,0.82,NA,0.82,NA,1,1,NA,1,NA,1,NA,0.71,0.71,NA,0.72,0.7,NA,NA
50,Original_Schelling,70,50,0,40,0,14,1834,0,0.81,0.81,NA,0.81,NA,0.8,NA,1,1,NA,1,NA,1,NA,0.71,0.71,NA,0.7,0.72,NA,NA
51,Original_Schelling,70,50,0,50,0,18,1848,0,0.87,0.87,NA,0.87,NA,0.87,NA,1,1,NA,1,NA,1,NA,0.72,0.72,NA,0.73,0.72,NA,NA
52,Original_Schelling,70,50,0,50,0,14,1828,0,0.87,0.87,NA,0.88,NA,0.87,NA,1,1,NA,1,NA,1,NA,0.72,0.72,NA,0.73,0.71,NA,NA
53,Original_Schelling,70,50,0,50,0,15,1822,0,0.87,0.87,NA,0.87,NA,0.87,NA,1,1,NA,1,NA,1,NA,0.71,0.71,NA,0.71,0.7,NA,NA
54,Original_Schelling,70,50,0,50,0,18,1763,0,0.87,0.87,NA,0.87,NA,0.87,NA,1,1,NA,1,NA,1,NA,0.69,0.69,NA,0.68,0.7,NA,NA
55,Original_Schelling,70,50,0,50,0,18,1841,0,0.87,0.87,NA,0.87,NA,0.88,NA,1,1,NA,1,NA,1,NA,0.72,0.72,NA,0.71,0.73,NA,NA
56,Original_Schelling,70,50,0,50,0,18,1836,0,0.88,0.88,NA,0.88,NA,0.89,NA,1,1,NA,1,NA,1,NA,0.72,0.72,NA,0.73,0.71,NA,NA
57,Original_Schelling,70,50,0,50,0,15,1809,0,0.87,0.87,NA,0.88,NA,0.87,NA,1,1,NA,1,NA,1,NA,0.71,0.71,NA,0.72,0.7,NA,NA
58,Original_Schelling,70,50,0,50,0,19,1817,0,0.87,0.87,NA,0.88,NA,0.87,NA,1,1,NA,1,NA,1,NA,0.71,0.71,NA,0.72,0.71,NA,NA
59,Original_Schelling,70,50,0,50,0,15,1819,0,0.88,0.88,NA,0.88,NA,0.88,NA,1,1,NA,1,NA,1,NA,0.71,0.71,NA,0.72,0.7,NA,NA
60,Original_Schelling,70,50,0,50,0,22,1894,0,0.88,0.88,NA,0.88,NA,0.88,NA,1,1,NA,1,NA,1,NA,0.74,0.74,NA,0.75,0.73,NA,NA
61,Original_Schelling,70,50,0,60,0,31,1843,0,0.96,0.96,NA,0.96,NA,0.96,NA,1,1,NA,1,NA,1,NA,0.74,0.74,NA,0.74,0.75,NA,NA
62,Original_Schelling,70,50,0,60,0,27,1812,0,0.96,0.96,NA,0.96,NA,0.96,NA,1,1,NA,1,NA,1,NA,0.73,0.73,NA,0.73,0.73,NA,NA
63,Original_Schelling,70,50,0,60,0,23,1827,0,0.96,0.96,NA,0.96,NA,0.96,NA,1,1,NA,1,NA,1,NA,0.73,0.73,NA,0.73,0.73,NA,NA
64,Original_Schelling,70,50,0,60,0,24,1844,0,0.95,0.95,NA,0.95,NA,0.95,NA,1,1,NA,1,NA,1,NA,0.74,0.74,NA,0.74,0.75,NA,NA
65,Original_Schelling,70,50,0,60,0,24,1754,0,0.96,0.96,NA,0.96,NA,0.96,NA,1,1,NA,1,NA,1,NA,0.71,0.71,NA,0.71,0.7,NA,NA
66,Original_Schelling,70,50,0,60,0,24,1803,0,0.96,0.96,NA,0.96,NA,0.96,NA,1,1,NA,1,NA,1,NA,0.73,0.73,NA,0.72,0.73,NA,NA
67,Original_Schelling,70,50,0,60,0,29,1839,0,0.96,0.96,NA,0.96,NA,0.96,NA,1,1,NA,1,NA,1,NA,0.74,0.74,NA,0.75,0.73,NA,NA
68,Original_Schelling,70,50,0,60,0,34,1817,0,0.96,0.96,NA,0.96,NA,0.96,NA,1,1,NA,1,NA,1,NA,0.74,0.74,NA,0.75,0.73,NA,NA
69,Original_Schelling,70,50,0,60,0,27,1846,0,0.96,0.96,NA,0.96,NA,0.96,NA,1,1,NA,1,NA,1,NA,0.75,0.75,NA,0.75,0.74,NA,NA
70,Original_Schelling,70,50,0,60,0,27,1797,0,0.96,0.96,NA,0.96,NA,0.96,NA,1,1,NA,1,NA,1,NA,0.73,0.73,NA,0.73,0.73,NA,NA
71,Original_Schelling,70,50,0,70,0,60,1854,0,0.99,0.99,NA,0.99,NA,0.99,NA,1,1,NA,1,NA,1,NA,0.81,0.81,NA,0.8,0.81,NA,NA
72,Original_Schelling,70,50,0,70,0,49,1850,0,1,1,NA,1,NA,1,NA,1,1,NA,1,NA,1,NA,0.81,0.81,NA,0.81,0.81,NA,NA
73,Original_Schelling,70,50,0,70,0,66,1847,0,1,1,NA,1,NA,1,NA,1,1,NA,1,NA,1,NA,0.8,0.8,NA,0.81,0.8,NA,NA
74,Original_Schelling,70,50,0,70,0,55,1852,0,0.99,0.99,NA,0.99,NA,0.99,NA,1,1,NA,1,NA,1,NA,0.8,0.8,NA,0.8,0.8,NA,NA
75,Original_Schelling,70,50,0,70,0,58,1787,0,0.99,0.99,NA,0.99,NA,0.99,NA,1,1,NA,1,NA,1,NA,0.78,0.78,NA,0.78,0.79,NA,NA
76,Original_Schelling,70,50,0,70,0,51,1825,0,0.99,0.99,NA,0.99,NA,0.99,NA,1,1,NA,1,NA,1,NA,0.8,0.8,NA,0.79,0.8,NA,NA
77,Original_Schelling,70,50,0,70,0,56,1792,0,0.99,0.99,NA,0.99,NA,0.99,NA,1,1,NA,1,NA,1,NA,0.79,0.79,NA,0.8,0.77,NA,NA
78,Original_Schelling,70,50,0,70,0,55,1791,0,0.99,0.99,NA,0.99,NA,0.99,NA,1,1,NA,1,NA,1,NA,0.78,0.78,NA,0.77,0.79,NA,NA
79,Original_Schelling,70,50,0,70,0,52,1843,0,1,1,NA,0.99,NA,1,NA,1,1,NA,1,NA,1,NA,0.79,0.79,NA,0.78,0.8,NA,NA
80,Original_Schelling,70,50,0,70,0,57,1811,0,0.99,0.99,NA,0.99,NA,0.99,NA,1,1,NA,1,NA,1,NA,0.79,0.79,NA,0.78,0.81,NA,NA
81,Original_Schelling,70,50,0,80,0,1000,1815,1410,0.56,0.56,NA,0.56,NA,0.56,NA,1,1,NA,1,NA,1,NA,0.7,0.7,NA,0.7,0.71,NA,NA
82,Original_Schelling,70,50,0,80,0,1000,1794,1401,0.56,0.56,NA,0.56,NA,0.55,NA,1,1,NA,1,NA,1,NA,0.7,0.7,NA,0.69,0.71,NA,NA
83,Original_Schelling,70,50,0,80,0,1000,1778,1334,0.57,0.57,NA,0.56,NA,0.58,NA,1,1,NA,1,NA,1,NA,0.7,0.7,NA,0.7,0.69,NA,NA
84,Original_Schelling,70,50,0,80,0,1000,1775,1367,0.56,0.56,NA,0.55,NA,0.57,NA,1,1,NA,1,NA,1,NA,0.68,0.68,NA,0.68,0.68,NA,NA
85,Original_Schelling,70,50,0,80,0,1000,1836,1377,0.57,0.57,NA,0.56,NA,0.58,NA,1,1,NA,1,NA,1,NA,0.71,0.71,NA,0.7,0.71,NA,NA
86,Original_Schelling,70,50,0,80,0,1000,1807,1470,0.54,0.54,NA,0.53,NA,0.54,NA,1,1,NA,1,NA,1,NA,0.7,0.7,NA,0.71,0.7,NA,NA
87,Original_Schelling,70,50,0,80,0,1000,1824,1489,0.54,0.54,NA,0.54,NA,0.53,NA,1,1,NA,1,NA,1,NA,0.71,0.71,NA,0.71,0.71,NA,NA
88,Original_Schelling,70,50,0,80,0,1000,1776,1377,0.57,0.57,NA,0.55,NA,0.58,NA,1,1,NA,1,NA,1,NA,0.7,0.7,NA,0.69,0.71,NA,NA
89,Original_Schelling,70,50,0,80,0,1000,1797,1445,0.54,0.54,NA,0.54,NA,0.54,NA,1,1,NA,1,NA,1,NA,0.69,0.69,NA,0.69,0.69,NA,NA
90,Original_Schelling,70,50,0,80,0,1000,1793,1425,0.55,0.55,NA,0.55,NA,0.55,NA,1,1,NA,1,NA,1,NA,0.7,0.7,NA,0.7,0.7,NA,NA
91,Original_Schelling,70,50,0,90,0,1000,1831,1774,0.5,0.5,NA,0.53,NA,0.47,NA,1,1,NA,1,NA,1,NA,0.71,0.71,NA,0.71,0.71,NA,NA
92,Original_Schelling,70,50,0,90,0,1000,1829,1762,0.51,0.51,NA,0.52,NA,0.5,NA,1,1,NA,1,NA,1,NA,0.71,0.71,NA,0.7,0.71,NA,NA
93,Original_Schelling,70,50,0,90,0,1000,1795,1736,0.5,0.5,NA,0.5,NA,0.49,NA,1,1,NA,1,NA,1,NA,0.69,0.69,NA,0.69,0.69,NA,NA
94,Original_Schelling,70,50,0,90,0,1000,1801,1744,0.5,0.5,NA,0.51,NA,0.5,NA,1,1,NA,1,NA,1,NA,0.7,0.7,NA,0.7,0.7,NA,NA
95,Original_Schelling,70,50,0,90,0,1000,1840,1796,0.5,0.5,NA,0.49,NA,0.51,NA,1,1,NA,1,NA,1,NA,0.71,0.71,NA,0.7,0.71,NA,NA
96,Original_Schelling,70,50,0,90,0,1000,1805,1750,0.49,0.49,NA,0.5,NA,0.48,NA,1,1,NA,1,NA,1,NA,0.69,0.69,NA,0.7,0.68,NA,NA
97,Original_Schelling,70,50,0,90,0,1000,1832,1783,0.49,0.49,NA,0.48,NA,0.51,NA,1,1,NA,1,NA,1,NA,0.71,0.71,NA,0.71,0.71,NA,NA
98,Original_Schelling,70,50,0,90,0,1000,1835,1770,0.51,0.51,NA,0.51,NA,0.51,NA,1,1,NA,1,NA,1,NA,0.71,0.71,NA,0.72,0.7,NA,NA
99,Original_Schelling,70,50,0,90,0,1000,1832,1770,0.51,0.51,NA,0.51,NA,0.5,NA,1,1,NA,1,NA,1,NA,0.7,0.7,NA,0.7,0.71,NA,NA
100,Original_Schelling,70,50,0,90,0,1000,1840,1776,0.51,0.51,NA,0.53,NA,0.49,NA,1,1,NA,1,NA,1,NA,0.71,0.71,NA,0.71,0.71,NA,NA
101,Original_Schelling,70,50,0,100,0,1000,1810,1736,0.51,0.51,NA,0.52,NA,0.5,NA,1,1,NA,1,NA,1,NA,0.7,0.7,NA,0.7,0.7,NA,NA
102,Original_Schelling,70,50,0,100,0,1000,1837,1782,0.5,0.5,NA,0.49,NA,0.52,NA,1,1,NA,1,NA,1,NA,0.71,0.71,NA,0.71,0.71,NA,NA
103,Original_Schelling,70,50,0,100,0,1000,1808,1756,0.5,0.5,NA,0.48,NA,0.52,NA,1,1,NA,1,NA,1,NA,0.69,0.69,NA,0.69,0.7,NA,NA
104,Original_Schelling,70,50,0,100,0,1000,1785,1729,0.5,0.5,NA,0.47,NA,0.53,NA,1,1,NA,1,NA,1,NA,0.7,0.7,NA,0.69,0.7,NA,NA
105,Original_Schelling,70,50,0,100,0,1000,1829,1783,0.5,0.5,NA,0.5,NA,0.51,NA,1,1,NA,1,NA,1,NA,0.71,0.71,NA,0.71,0.71,NA,NA
106,Original_Schelling,70,50,0,100,0,1000,1821,1760,0.51,0.51,NA,0.54,NA,0.48,NA,1,1,NA,1,NA,1,NA,0.7,0.7,NA,0.7,0.71,NA,NA
107,Original_Schelling,70,50,0,100,0,1000,1793,1738,0.51,0.51,NA,0.5,NA,0.53,NA,1,1,NA,1,NA,1,NA,0.69,0.69,NA,0.69,0.69,NA,NA
108,Original_Schelling,70,50,0,100,0,1000,1832,1773,0.51,0.51,NA,0.51,NA,0.5,NA,1,1,NA,1,NA,1,NA,0.7,0.7,NA,0.71,0.7,NA,NA
109,Original_Schelling,70,50,0,100,0,1000,1837,1776,0.49,0.49,NA,0.49,NA,0.49,NA,1,1,NA,1,NA,1,NA,0.71,0.71,NA,0.71,0.71,NA,NA
110,Original_Schelling,70,50,0,100,0,1000,1813,1753,0.49,0.49,NA,0.5,NA,0.49,NA,1,1,NA,1,NA,1,NA,0.7,0.7,NA,0.69,0.71,NA,NA
111,Original_Schelling,70,60,0,0,0,0,1795,0,0.51,0.51,NA,0.57,NA,0.43,NA,1,1,NA,1,NA,1,NA,0.69,0.69,NA,0.69,0.69,NA,NA
112,Original_Schelling,70,60,0,0,0,0,1845,0,0.54,0.54,NA,0.62,NA,0.4,NA,1,1,NA,1,NA,1,NA,0.71,0.71,NA,0.71,0.7,NA,NA
113,Original_Schelling,70,60,0,0,0,0,1825,0,0.52,0.52,NA,0.59,NA,0.4,NA,1,1,NA,1,NA,1,NA,0.7,0.7,NA,0.7,0.71,NA,NA
114,Original_Schelling,70,60,0,0,0,0,1842,0,0.51,0.51,NA,0.6,NA,0.39,NA,1,1,NA,1,NA,1,NA,0.71,0.71,NA,0.71,0.7,NA,NA
115,Original_Schelling,70,60,0,0,0,0,1811,0,0.52,0.52,NA,0.58,NA,0.42,NA,1,1,NA,1,NA,1,NA,0.7,0.7,NA,0.7,0.7,NA,NA
116,Original_Schelling,70,60,0,0,0,0,1831,0,0.52,0.52,NA,0.61,NA,0.4,NA,1,1,NA,1,NA,1,NA,0.7,0.7,NA,0.7,0.71,NA,NA
117,Original_Schelling,70,60,0,0,0,0,1806,0,0.51,0.51,NA,0.6,NA,0.39,NA,1,1,NA,1,NA,1,NA,0.69,0.69,NA,0.69,0.69,NA,NA
118,Original_Schelling,70,60,0,0,0,0,1808,0,0.53,0.53,NA,0.61,NA,0.4,NA,1,1,NA,1,NA,1,NA,0.7,0.7,NA,0.7,0.7,NA,NA
119,Original_Schelling,70,60,0,0,0,0,1776,0,0.51,0.51,NA,0.58,NA,0.42,NA,1,1,NA,1,NA,1,NA,0.68,0.68,NA,0.67,0.68,NA,NA
120,Original_Schelling,70,60,0,0,0,0,1786,0,0.52,0.52,NA,0.6,NA,0.39,NA,1,1,NA,1,NA,1,NA,0.69,0.69,NA,0.69,0.69,NA,NA
121,Original_Schelling,70,60,0,10,0,5,1843,0,0.57,0.57,NA,0.65,NA,0.46,NA,1,1,NA,1,NA,1,NA,0.71,0.71,NA,0.71,0.72,NA,NA
122,Original_Schelling,70,60,0,10,0,4,1796,0,0.55,0.55,NA,0.63,NA,0.44,NA,1,1,NA,1,NA,1,NA,0.7,0.7,NA,0.69,0.72,NA,NA
123,Original_Schelling,70,60,0,10,0,2,1819,0,0.55,0.55,NA,0.62,NA,0.44,NA,1,1,NA,1,NA,1,NA,0.7,0.7,NA,0.7,0.71,NA,NA
124,Original_Schelling,70,60,0,10,0,4,1815,0,0.56,0.56,NA,0.62,NA,0.47,NA,1,1,NA,1,NA,1,NA,0.71,0.71,NA,0.69,0.72,NA,NA
125,Original_Schelling,70,60,0,10,0,2,1801,0,0.55,0.55,NA,0.61,NA,0.45,NA,1,1,NA,1,NA,1,NA,0.7,0.7,NA,0.69,0.71,NA,NA
126,Original_Schelling,70,60,0,10,0,5,1849,0,0.55,0.55,NA,0.62,NA,0.45,NA,1,1,NA,1,NA,1,NA,0.72,0.72,NA,0.72,0.73,NA,NA
127,Original_Schelling,70,60,0,10,0,3,1827,0,0.56,0.56,NA,0.63,NA,0.46,NA,1,1,NA,1,NA,1,NA,0.71,0.71,NA,0.7,0.72,NA,NA
128,Original_Schelling,70,60,0,10,0,6,1836,0,0.55,0.55,NA,0.61,NA,0.46,NA,1,1,NA,1,NA,1,NA,0.71,0.71,NA,0.7,0.72,NA,NA
129,Original_Schelling,70,60,0,10,0,3,1789,0,0.57,0.57,NA,0.64,NA,0.45,NA,1,1,NA,1,NA,1,NA,0.7,0.7,NA,0.69,0.71,NA,NA
130,Original_Schelling,70,60,0,10,0,3,1819,0,0.55,0.55,NA,0.62,NA,0.43,NA,1,1,NA,1,NA,1,NA,0.7,0.7,NA,0.69,0.72,NA,NA
131,Original_Schelling,70,60,0,20,0,6,1840,0,0.62,0.62,NA,0.68,NA,0.52,NA,1,1,NA,1,NA,1,NA,0.71,0.71,NA,0.69,0.73,NA,NA
132,Original_Schelling,70,60,0,20,0,7,1799,0,0.63,0.63,NA,0.7,NA,0.51,NA,1,1,NA,1,NA,1,NA,0.69,0.69,NA,0.67,0.71,NA,NA
133,Original_Schelling,70,60,0,20,0,6,1771,0,0.62,0.62,NA,0.67,NA,0.54,NA,1,1,NA,1,NA,1,NA,0.68,0.68,NA,0.67,0.7,NA,NA
134,Original_Schelling,70,60,0,20,0,8,1791,0,0.64,0.64,NA,0.71,NA,0.53,NA,1,1,NA,1,NA,1,NA,0.69,0.69,NA,0.67,0.72,NA,NA
135,Original_Schelling,70,60,0,20,0,9,1810,0,0.62,0.62,NA,0.68,NA,0.52,NA,1,1,NA,1,NA,1,NA,0.7,0.7,NA,0.68,0.73,NA,NA
136,Original_Schelling,70,60,0,20,0,7,1839,0,0.61,0.61,NA,0.67,NA,0.53,NA,1,1,NA,1,NA,1,NA,0.7,0.7,NA,0.68,0.74,NA,NA
