run_number,Version,density,fraction_majority,value_homophily,ethnic_homophily,move_anyway,step,turtles,unhappy,simcolor,simcolorS,simcolorC,simcolorRS,simcolorRC,simcolorGS,simcolorGC,simshape,simshapeS,simshapeC,simshapeRS,simshapeRC,simshapeGS,simshapeGC,numnei,numneiS,numneiC,numneiRS,numneiGS,numneiRC,numneiGC
137,Original_Schelling,70,60,0,20,0,8,1815,0,0.62,0.62,NA,0.69,NA,0.51,NA,1,1,NA,1,NA,1,NA,0.7,0.7,NA,0.68,0.72,NA,NA
138,Original_Schelling,70,60,0,20,0,7,1823,0,0.6,0.6,NA,0.66,NA,0.51,NA,1,1,NA,1,NA,1,NA,0.7,0.7,NA,0.69,0.73,NA,NA
139,Original_Schelling,70,60,0,20,0,8,1819,0,0.61,0.61,NA,0.68,NA,0.51,NA,1,1,NA,1,NA,1,NA,0.7,0.7,NA,0.68,0.72,NA,NA
140,Original_Schelling,70,60,0,20,0,11,1843,0,0.61,0.61,NA,0.68,NA,0.51,NA,1,1,NA,1,NA,1,NA,0.71,0.71,NA,0.69,0.74,NA,NA
141,Original_Schelling,70,60,0,30,0,14,1788,0,0.76,0.76,NA,0.79,NA,0.71,NA,1,1,NA,1,NA,1,NA,0.7,0.7,NA,0.67,0.73,NA,NA
142,Original_Schelling,70,60,0,30,0,14,1822,0,0.74,0.74,NA,0.77,NA,0.68,NA,1,1,NA,1,NA,1,NA,0.71,0.71,NA,0.68,0.75,NA,NA
143,Original_Schelling,70,60,0,30,0,22,1828,0,0.77,0.77,NA,0.81,NA,0.69,NA,1,1,NA,1,NA,1,NA,0.71,0.71,NA,0.69,0.74,NA,NA
144,Original_Schelling,70,60,0,30,0,11,1769,0,0.75,0.75,NA,0.79,NA,0.69,NA,1,1,NA,1,NA,1,NA,0.68,0.68,NA,0.66,0.72,NA,NA
145,Original_Schelling,70,60,0,30,0,21,1826,0,0.78,0.78,NA,0.81,NA,0.71,NA,1,1,NA,1,NA,1,NA,0.71,0.71,NA,0.67,0.77,NA,NA
146,Original_Schelling,70,60,0,30,0,19,1825,0,0.75,0.75,NA,0.79,NA,0.69,NA,1,1,NA,1,NA,1,NA,0.71,0.71,NA,0.67,0.77,NA,NA
147,Original_Schelling,70,60,0,30,0,19,1838,0,0.75,0.75,NA,0.79,NA,0.69,NA,1,1,NA,1,NA,1,NA,0.71,0.71,NA,0.68,0.75,NA,NA
148,Original_Schelling,70,60,0,30,0,13,1862,0,0.74,0.74,NA,0.77,NA,0.7,NA,1,1,NA,1,NA,1,NA,0.72,0.72,NA,0.71,0.74,NA,NA
149,Original_Schelling,70,60,0,30,0,15,1834,0,0.74,0.74,NA,0.78,NA,0.68,NA,1,1,NA,1,NA,1,NA,0.71,0.71,NA,0.68,0.74,NA,NA
150,Original_Schelling,70,60,0,30,0,13,1785,0,0.76,0.76,NA,0.8,NA,0.7,NA,1,1,NA,1,NA,1,NA,0.69,0.69,NA,0.67,0.71,NA,NA
151,Original_Schelling,70,60,0,40,0,16,1797,0,0.83,0.83,NA,0.85,NA,0.8,NA,1,1,NA,1,NA,1,NA,0.7,0.7,NA,0.68,0.73,NA,NA
152,Original_Schelling,70,60,0,40,0,22,1845,0,0.81,0.81,NA,0.84,NA,0.77,NA,1,1,NA,1,NA,1,NA,0.72,0.72,NA,0.7,0.75,NA,NA
153,Original_Schelling,70,60,0,40,0,12,1811,0,0.82,0.82,NA,0.85,NA,0.79,NA,1,1,NA,1,NA,1,NA,0.7,0.7,NA,0.69,0.73,NA,NA
154,Original_Schelling,70,60,0,40,0,15,1816,0,0.82,0.82,NA,0.85,NA,0.78,NA,1,1,NA,1,NA,1,NA,0.7,0.7,NA,0.68,0.74,NA,NA
155,Original_Schelling,70,60,0,40,0,24,1831,0,0.84,0.84,NA,0.87,NA,0.8,NA,1,1,NA,1,NA,1,NA,0.71,0.71,NA,0.68,0.75,NA,NA
156,Original_Schelling,70,60,0,40,0,15,1825,0,0.81,0.81,NA,0.84,NA,0.78,NA,1,1,NA,1,NA,1,NA,0.7,0.7,NA,0.68,0.74,NA,NA
157,Original_Schelling,70,60,0,40,0,12,1822,0,0.82,0.82,NA,0.84,NA,0.78,NA,1,1,NA,1,NA,1,NA,0.7,0.7,NA,0.68,0.75,NA,NA
158,Original_Schelling,70,60,0,40,0,17,1810,0,0.81,0.81,NA,0.85,NA,0.76,NA,1,1,NA,1,NA,1,NA,0.7,0.7,NA,0.68,0.74,NA,NA
159,Original_Schelling,70,60,0,40,0,18,1828,0,0.81,0.81,NA,0.84,NA,0.76,NA,1,1,NA,1,NA,1,NA,0.71,0.71,NA,0.69,0.74,NA,NA
160,Original_Schelling,70,60,0,40,0,15,1794,0,0.83,0.83,NA,0.86,NA,0.79,NA,1,1,NA,1,NA,1,NA,0.7,0.7,NA,0.68,0.73,NA,NA
161,Original_Schelling,70,60,0,50,0,19,1856,0,0.88,0.88,NA,0.9,NA,0.86,NA,1,1,NA,1,NA,1,NA,0.73,0.73,NA,0.71,0.76,NA,NA
162,Original_Schelling,70,60,0,50,0,18,1769,0,0.88,0.88,NA,0.9,NA,0.85,NA,1,1,NA,1,NA,1,NA,0.69,0.69,NA,0.68,0.71,NA,NA
163,Original_Schelling,70,60,0,50,0,24,1828,0,0.89,0.89,NA,0.91,NA,0.86,NA,1,1,NA,1,NA,1,NA,0.72,0.72,NA,0.71,0.74,NA,NA
164,Original_Schelling,70,60,0,50,0,21,1776,0,0.88,0.88,NA,0.9,NA,0.85,NA,1,1,NA,1,NA,1,NA,0.7,0.7,NA,0.68,0.73,NA,NA
165,Original_Schelling,70,60,0,50,0,22,1844,0,0.89,0.89,NA,0.91,NA,0.87,NA,1,1,NA,1,NA,1,NA,0.72,0.72,NA,0.71,0.74,NA,NA
166,Original_Schelling,70,60,0,50,0,18,1817,0,0.87,0.87,NA,0.89,NA,0.84,NA,1,1,NA,1,NA,1,NA,0.71,0.71,NA,0.7,0.74,NA,NA
167,Original_Schelling,70,60,0,50,0,23,1809,0,0.89,0.89,NA,0.91,NA,0.86,NA,1,1,NA,1,NA,1,NA,0.7,0.7,NA,0.7,0.71,NA,NA
168,Original_Schelling,70,60,0,50,0,30,1808,0,0.89,0.89,NA,0.91,NA,0.86,NA,1,1,NA,1,NA,1,NA,0.71,0.71,NA,0.69,0.73,NA,NA
169,Original_Schelling,70,60,0,50,0,17,1795,0,0.88,0.88,NA,0.9,NA,0.85,NA,1,1,NA,1,NA,1,NA,0.7,0.7,NA,0.69,0.71,NA,NA
170,Original_Schelling,70,60,0,50,0,23,1804,0,0.89,0.89,NA,0.91,NA,0.86,NA,1,1,NA,1,NA,1,NA,0.71,0.71,NA,0.69,0.73,NA,NA
171,Original_Schelling,70,60,0,60,0,34,1826,0,0.96,0.96,NA,0.96,NA,0.94,NA,1,1,NA,1,NA,1,NA,0.74,0.74,NA,0.75,0.72,NA,NA
172,Original_Schelling,70,60,0,60,0,43,1846,0,0.96,0.96,NA,0.96,NA,0.94,NA,1,1,NA,1,NA,1,NA,0.74,0.74,NA,0.75,0.73,NA,NA
173,Original_Schelling,70,60,0,60,0,32,1832,0,0.96,0.96,NA,0.97,NA,0.95,NA,1,1,NA,1,NA,1,NA,0.74,0.74,NA,0.76,0.73,NA,NA
174,Original_Schelling,70,60,0,60,0,27,1834,0,0.96,0.96,NA,0.97,NA,0.95,NA,1,1,NA,1,NA,1,NA,0.73,0.73,NA,0.73,0.73,NA,NA
175,Original_Schelling,70,60,0,60,0,25,1827,0,0.95,0.95,NA,0.96,NA,0.95,NA,1,1,NA,1,NA,1,NA,0.74,0.74,NA,0.73,0.75,NA,NA
176,Original_Schelling,70,60,0,60,0,54,1801,0,0.95,0.95,NA,0.96,NA,0.94,NA,1,1,NA,1,NA,1,NA,0.72,0.72,NA,0.74,0.7,NA,NA
177,Original_Schelling,70,60,0,60,0,27,1820,0,0.96,0.96,NA,0.96,NA,0.95,NA,1,1,NA,1,NA,1,NA,0.74,0.74,NA,0.75,0.73,NA,NA
178,Original_Schelling,70,60,0,60,0,41,1827,0,0.96,0.96,NA,0.97,NA,0.95,NA,1,1,NA,1,NA,1,NA,0.74,0.74,NA,0.75,0.72,NA,NA
179,Original_Schelling,70,60,0,60,0,35,1841,0,0.96,0.96,NA,0.97,NA,0.95,NA,1,1,NA,1,NA,1,NA,0.75,0.75,NA,0.76,0.72,NA,NA
180,Original_Schelling,70,60,0,60,0,28,1815,0,0.96,0.96,NA,0.97,NA,0.95,NA,1,1,NA,1,NA,1,NA,0.73,0.73,NA,0.74,0.73,NA,NA
181,Original_Schelling,70,60,0,70,0,69,1798,0,1,1,NA,1,NA,1,NA,1,1,NA,1,NA,1,NA,0.8,0.8,NA,0.81,0.77,NA,NA
182,Original_Schelling,70,60,0,70,0,63,1786,0,1,1,NA,1,NA,0.99,NA,1,1,NA,1,NA,1,NA,0.78,0.78,NA,0.81,0.73,NA,NA
183,Original_Schelling,70,60,0,70,0,52,1861,0,1,1,NA,1,NA,0.99,NA,1,1,NA,1,NA,1,NA,0.8,0.8,NA,0.83,0.76,NA,NA
184,Original_Schelling,70,60,0,70,0,51,1799,0,1,1,NA,1,NA,0.99,NA,1,1,NA,1,NA,1,NA,0.79,0.79,NA,0.81,0.75,NA,NA
185,Original_Schelling,70,60,0,70,0,51,1809,0,1,1,NA,1,NA,1,NA,1,1,NA,1,NA,1,NA,0.79,0.79,NA,0.82,0.75,NA,NA
186,Original_Schelling,70,60,0,70,0,64,1808,0,1,1,NA,1,NA,0.99,NA,1,1,NA,1,NA,1,NA,0.79,0.79,NA,0.81,0.75,NA,NA
187,Original_Schelling,70,60,0,70,0,48,1847,0,1,1,NA,1,NA,0.99,NA,1,1,NA,1,NA,1,NA,0.8,0.8,NA,0.83,0.76,NA,NA
188,Original_Schelling,70,60,0,70,0,69,1826,0,0.99,0.99,NA,1,NA,0.99,NA,1,1,NA,1,NA,1,NA,0.79,0.79,NA,0.82,0.75,NA,NA
189,Original_Schelling,70,60,0,70,0,74,1831,0,1,1,NA,1,NA,1,NA,1,1,NA,1,NA,1,NA,0.81,0.81,NA,0.83,0.78,NA,NA
190,Original_Schelling,70,60,0,70,0,73,1811,0,0.99,0.99,NA,0.99,NA,0.99,NA,1,1,NA,1,NA,1,NA,0.8,0.8,NA,0.82,0.76,NA,NA
191,Original_Schelling,70,60,0,80,0,1000,1827,1376,0.58,0.58,NA,0.65,NA,0.47,NA,1,1,NA,1,NA,1,NA,0.71,0.71,NA,0.73,0.69,NA,NA
192,Original_Schelling,70,60,0,80,0,1000,1846,1433,0.56,0.56,NA,0.64,NA,0.46,NA,1,1,NA,1,NA,1,NA,0.72,0.72,NA,0.74,0.69,NA,NA
193,Original_Schelling,70,60,0,80,0,1000,1817,1340,0.58,0.58,NA,0.65,NA,0.48,NA,1,1,NA,1,NA,1,NA,0.71,0.71,NA,0.72,0.68,NA,NA
194,Original_Schelling,70,60,0,80,0,1000,1818,1304,0.59,0.59,NA,0.66,NA,0.49,NA,1,1,NA,1,NA,1,NA,0.71,0.71,NA,0.73,0.68,NA,NA
195,Original_Schelling,70,60,0,80,0,1000,1787,1308,0.58,0.58,NA,0.66,NA,0.45,NA,1,1,NA,1,NA,1,NA,0.7,0.7,NA,0.71,0.68,NA,NA
196,Original_Schelling,70,60,0,80,0,1000,1825,1408,0.56,0.56,NA,0.63,NA,0.47,NA,1,1,NA,1,NA,1,NA,0.71,0.71,NA,0.72,0.69,NA,NA
197,Original_Schelling,70,60,0,80,0,1000,1821,1413,0.56,0.56,NA,0.63,NA,0.47,NA,1,1,NA,1,NA,1,NA,0.71,0.71,NA,0.73,0.68,NA,NA
198,Original_Schelling,70,60,0,80,0,1000,1826,1396,0.56,0.56,NA,0.63,NA,0.45,NA,1,1,NA,1,NA,1,NA,0.71,0.71,NA,0.72,0.7,NA,NA
199,Original_Schelling,70,60,0,80,0,1000,1778,1196,0.61,0.61,NA,0.69,NA,0.5,NA,1,1,NA,1,NA,1,NA,0.7,0.7,NA,0.73,0.67,NA,NA
200,Original_Schelling,70,60,0,80,0,1000,1813,1386,0.56,0.56,NA,0.63,NA,0.47,NA,1,1,NA,1,NA,1,NA,0.7,0.7,NA,0.72,0.68,NA,NA
201,Original_Schelling,70,60,0,90,0,1000,1822,1719,0.52,0.52,NA,0.59,NA,0.42,NA,1,1,NA,1,NA,1,NA,0.7,0.7,NA,0.7,0.7,NA,NA
202,Original_Schelling,70,60,0,90,0,1000,1798,1716,0.52,0.52,NA,0.6,NA,0.4,NA,1,1,NA,1,NA,1,NA,0.7,0.7,NA,0.7,0.69,NA,NA
203,Original_Schelling,70,60,0,90,0,1000,1820,1739,0.51,0.51,NA,0.57,NA,0.43,NA,1,1,NA,1,NA,1,NA,0.7,0.7,NA,0.7,0.7,NA,NA
204,Original_Schelling,70,60,0,90,0,1000,1815,1703,0.53,0.53,NA,0.6,NA,0.43,NA,1,1,NA,1,NA,1,NA,0.7,0.7,NA,0.7,0.69,NA,NA
205,Original_Schelling,70,60,0,90,0,1000,1870,1778,0.52,0.52,NA,0.6,NA,0.42,NA,1,1,NA,1,NA,1,NA,0.72,0.72,NA,0.73,0.72,NA,NA
206,Original_Schelling,70,60,0,90,0,1000,1839,1737,0.53,0.53,NA,0.62,NA,0.4,NA,1,1,NA,1,NA,1,NA,0.71,0.71,NA,0.71,0.72,NA,NA
207,Original_Schelling,70,60,0,90,0,1000,1791,1687,0.52,0.52,NA,0.59,NA,0.4,NA,1,1,NA,1,NA,1,NA,0.69,0.69,NA,0.69,0.69,NA,NA
208,Original_Schelling,70,60,0,90,0,1000,1825,1749,0.52,0.52,NA,0.6,NA,0.39,NA,1,1,NA,1,NA,1,NA,0.7,0.7,NA,0.7,0.69,NA,NA
209,Original_Schelling,70,60,0,90,0,1000,1793,1707,0.52,0.52,NA,0.6,NA,0.4,NA,1,1,NA,1,NA,1,NA,0.69,0.69,NA,0.69,0.7,NA,NA
210,Original_Schelling,70,60,0,90,0,1000,1835,1783,0.51,0.51,NA,0.58,NA,0.41,NA,1,1,NA,1,NA,1,NA,0.71,0.71,NA,0.7,0.71,NA,NA
211,Original_Schelling,70,60,0,100,0,1000,1854,1778,0.51,0.51,NA,0.58,NA,0.43,NA,1,1,NA,1,NA,1,NA,0.71,0.71,NA,0.72,0.71,NA,NA
212,Original_Schelling,70,60,0,100,0,1000,1818,1759,0.51,0.51,NA,0.58,NA,0.4,NA,1,1,NA,1,NA,1,NA,0.7,0.7,NA,0.71,0.69,NA,NA
213,Original_Schelling,70,60,0,100,0,1000,1788,1676,0.53,0.53,NA,0.61,NA,0.39,NA,1,1,NA,1,NA,1,NA,0.69,0.69,NA,0.69,0.68,NA,NA
214,Original_Schelling,70,60,0,100,0,1000,1812,1735,0.52,0.52,NA,0.6,NA,0.39,NA,1,1,NA,1,NA,1,NA,0.7,0.7,NA,0.7,0.7,NA,NA
215,Original_Schelling,70,60,0,100,0,1000,1812,1724,0.53,0.53,NA,0.61,NA,0.41,NA,1,1,NA,1,NA,1,NA,0.7,0.7,NA,0.7,0.7,NA,NA
216,Original_Schelling,70,60,0,100,0,1000,1841,1745,0.52,0.52,NA,0.59,NA,0.42,NA,1,1,NA,1,NA,1,NA,0.71,0.71,NA,0.71,0.71,NA,NA
217,Original_Schelling,70,60,0,100,0,1000,1816,1733,0.52,0.52,NA,0.59,NA,0.41,NA,1,1,NA,1,NA,1,NA,0.7,0.7,NA,0.7,0.7,NA,NA
218,Original_Schelling,70,60,0,100,0,1000,1794,1712,0.53,0.53,NA,0.6,NA,0.42,NA,1,1,NA,1,NA,1,NA,0.69,0.69,NA,0.69,0.69,NA,NA
219,Original_Schelling,70,60,0,100,0,1000,1789,1666,0.54,0.54,NA,0.63,NA,0.39,NA,1,1,NA,1,NA,1,NA,0.69,0.69,NA,0.69,0.68,NA,NA
220,Original_Schelling,70,60,0,100,0,1000,1817,1732,0.52,0.52,NA,0.61,NA,0.37,NA,1,1,NA,1,NA,1,NA,0.7,0.7,NA,0.71,0.69,NA,NA
221,Original_Schelling,70,70,0,0,0,0,1831,0,0.61,0.61,NA,0.73,NA,0.29,NA,1,1,NA,1,NA,1,NA,0.7,0.7,NA,0.7,0.71,NA,NA
222,Original_Schelling,70,70,0,0,0,0,1845,0,0.58,0.58,NA,0.7,NA,0.3,NA,1,1,NA,1,NA,1,NA,0.71,0.71,NA,0.71,0.7,NA,NA
223,Original_Schelling,70,70,0,0,0,0,1825,0,0.57,0.57,NA,0.69,NA,0.29,NA,1,1,NA,1,NA,1,NA,0.7,0.7,NA,0.7,0.7,NA,NA
224,Original_Schelling,70,70,0,0,0,0,1857,0,0.59,0.59,NA,0.71,NA,0.28,NA,1,1,NA,1,NA,1,NA,0.72,0.72,NA,0.72,0.72,NA,NA
225,Original_Schelling,70,70,0,0,0,0,1792,0,0.57,0.57,NA,0.69,NA,0.3,NA,1,1,NA,1,NA,1,NA,0.69,0.69,NA,0.69,0.69,NA,NA
226,Original_Schelling,70,70,0,0,0,0,1795,0,0.59,0.59,NA,0.71,NA,0.28,NA,1,1,NA,1,NA,1,NA,0.69,0.69,NA,0.69,0.68,NA,NA
227,Original_Schelling,70,70,0,0,0,0,1819,0,0.57,0.57,NA,0.69,NA,0.29,NA,1,1,NA,1,NA,1,NA,0.7,0.7,NA,0.7,0.7,NA,NA
228,Original_Schelling,70,70,0,0,0,0,1840,0,0.58,0.58,NA,0.7,NA,0.3,NA,1,1,NA,1,NA,1,NA,0.7,0.7,NA,0.7,0.71,NA,NA
229,Original_Schelling,70,70,0,0,0,0,1804,0,0.58,0.58,NA,0.7,NA,0.29,NA,1,1,NA,1,NA,1,NA,0.7,0.7,NA,0.7,0.69,NA,NA
230,Original_Schelling,70,70,0,0,0,0,1806,0,0.58,0.58,NA,0.7,NA,0.3,NA,1,1,NA,1,NA,1,NA,0.69,0.69,NA,0.7,0.69,NA,NA
231,Original_Schelling,70,70,0,10,0,6,1822,0,0.61,0.61,NA,0.71,NA,0.4,NA,1,1,NA,1,NA,1,NA,0.71,0.71,NA,0.69,0.75,NA,NA
232,Original_Schelling,70,70,0,10,0,5,1809,0,0.6,0.6,NA,0.7,NA,0.37,NA,1,1,NA,1,NA,1,NA,0.7,0.7,NA,0.68,0.73,NA,NA
233,Original_Schelling,70,70,0,10,0,6,1821,0,0.64,0.64,NA,0.74,NA,0.37,NA,1,1,NA,1,NA,1,NA,0.71,0.71,NA,0.69,0.75,NA,NA
234,Original_Schelling,70,70,0,10,0,5,1816,0,0.66,0.66,NA,0.76,NA,0.38,NA,1,1,NA,1,NA,1,NA,0.71,0.71,NA,0.7,0.74,NA,NA
235,Original_Schelling,70,70,0,10,0,5,1828,0,0.65,0.65,NA,0.75,NA,0.38,NA,1,1,NA,1,NA,1,NA,0.71,0.71,NA,0.69,0.76,NA,NA
236,Original_Schelling,70,70,0,10,0,6,1801,0,0.63,0.63,NA,0.73,NA,0.39,NA,1,1,NA,1,NA,1,NA,0.7,0.7,NA,0.68,0.74,NA,NA
237,Original_Schelling,70,70,0,10,0,5,1813,0,0.63,0.63,NA,0.74,NA,0.4,NA,1,1,NA,1,NA,1,NA,0.7,0.7,NA,0.69,0.74,NA,NA
238,Original_Schelling,70,70,0,10,0,4,1789,0,0.63,0.63,NA,0.73,NA,0.41,NA,1,1,NA,1,NA,1,NA,0.69,0.69,NA,0.68,0.72,NA,NA
239,Original_Schelling,70,70,0,10,0,6,1825,0,0.62,0.62,NA,0.72,NA,0.38,NA,1,1,NA,1,NA,1,NA,0.71,0.71,NA,0.69,0.75,NA,NA
240,Original_Schelling,70,70,0,10,0,4,1806,0,0.61,0.61,NA,0.71,NA,0.38,NA,1,1,NA,1,NA,1,NA,0.7,0.7,NA,0.69,0.74,NA,NA
241,Original_Schelling,70,70,0,20,0,11,1784,0,0.68,0.68,NA,0.76,NA,0.49,NA,1,1,NA,1,NA,1,NA,0.68,0.68,NA,0.67,0.72,NA,NA
242,Original_Schelling,70,70,0,20,0,11,1816,0,0.67,0.67,NA,0.76,NA,0.46,NA,1,1,NA,1,NA,1,NA,0.7,0.7,NA,0.68,0.76,NA,NA
243,Original_Schelling,70,70,0,20,0,13,1790,0,0.68,0.68,NA,0.77,NA,0.47,NA,1,1,NA,1,NA,1,NA,0.68,0.68,NA,0.66,0.74,NA,NA
244,Original_Schelling,70,70,0,20,0,14,1880,0,0.68,0.68,NA,0.77,NA,0.47,NA,1,1,NA,1,NA,1,NA,0.72,0.72,NA,0.7,0.78,NA,NA
245,Original_Schelling,70,70,0,20,0,13,1824,0,0.68,0.68,NA,0.77,NA,0.47,NA,1,1,NA,1,NA,1,NA,0.7,0.7,NA,0.68,0.74,NA,NA
246,Original_Schelling,70,70,0,20,0,12,1774,0,0.68,0.68,NA,0.77,NA,0.47,NA,1,1,NA,1,NA,1,NA,0.67,0.67,NA,0.65,0.72,NA,NA
247,Original_Schelling,70,70,0,20,0,10,1887,0,0.68,0.68,NA,0.77,NA,0.49,NA,1,1,NA,1,NA,1,NA,0.73,0.73,NA,0.7,0.78,NA,NA
248,Original_Schelling,70,70,0,20,0,17,1799,0,0.68,0.68,NA,0.77,NA,0.47,NA,1,1,NA,1,NA,1,NA,0.69,0.69,NA,0.66,0.76,NA,NA
249,Original_Schelling,70,70,0,20,0,11,1864,0,0.69,0.69,NA,0.77,NA,0.5,NA,1,1,NA,1,NA,1,NA,0.71,0.71,NA,0.69,0.77,NA,NA
250,Original_Schelling,70,70,0,20,0,6,1853,0,0.65,0.65,NA,0.74,NA,0.49,NA,1,1,NA,1,NA,1,NA,0.71,0.71,NA,0.69,0.76,NA,NA
251,Original_Schelling,70,70,0,30,0,21,1802,0,0.79,0.79,NA,0.84,NA,0.65,NA,1,1,NA,1,NA,1,NA,0.69,0.69,NA,0.66,0.76,NA,NA
252,Original_Schelling,70,70,0,30,0,19,1802,0,0.79,0.79,NA,0.84,NA,0.65,NA,1,1,NA,1,NA,1,NA,0.69,0.69,NA,0.66,0.78,NA,NA
253,Original_Schelling,70,70,0,30,0,29,1837,0,0.79,0.79,NA,0.84,NA,0.67,NA,1,1,NA,1,NA,1,NA,0.7,0.7,NA,0.67,0.79,NA,NA
254,Original_Schelling,70,70,0,30,0,20,1828,0,0.77,0.77,NA,0.82,NA,0.64,NA,1,1,NA,1,NA,1,NA,0.71,0.71,NA,0.67,0.78,NA,NA
255,Original_Schelling,70,70,0,30,0,23,1818,0,0.78,0.78,NA,0.83,NA,0.66,NA,1,1,NA,1,NA,1,NA,0.7,0.7,NA,0.66,0.79,NA,NA
256,Original_Schelling,70,70,0,30,0,27,1819,0,0.79,0.79,NA,0.85,NA,0.67,NA,1,1,NA,1,NA,1,NA,0.71,0.71,NA,0.67,0.8,NA,NA
257,Original_Schelling,70,70,0,30,0,17,1800,0,0.78,0.78,NA,0.84,NA,0.66,NA,1,1,NA,1,NA,1,NA,0.69,0.69,NA,0.66,0.77,NA,NA
258,Original_Schelling,70,70,0,30,0,23,1809,0,0.79,0.79,NA,0.85,NA,0.66,NA,1,1,NA,1,NA,1,NA,0.7,0.7,NA,0.65,0.8,NA,NA
259,Original_Schelling,70,70,0,30,0,21,1853,0,0.79,0.79,NA,0.85,NA,0.67,NA,1,1,NA,1,NA,1,NA,0.71,0.71,NA,0.67,0.8,NA,NA
260,Original_Schelling,70,70,0,30,0,21,1816,0,0.79,0.79,NA,0.84,NA,0.65,NA,1,1,NA,1,NA,1,NA,0.7,0.7,NA,0.67,0.77,NA,NA
261,Original_Schelling,70,70,0,40,0,25,1784,0,0.85,0.85,NA,0.89,NA,0.76,NA,1,1,NA,1,NA,1,NA,0.69,0.69,NA,0.66,0.76,NA,NA
262,Original_Schelling,70,70,0,40,0,29,1812,0,0.85,0.85,NA,0.89,NA,0.76,NA,1,1,NA,1,NA,1,NA,0.7,0.7,NA,0.66,0.77,NA,NA
263,Original_Schelling,70,70,0,40,0,28,1825,0,0.84,0.84,NA,0.88,NA,0.74,NA,1,1,NA,1,NA,1,NA,0.71,0.71,NA,0.68,0.77,NA,NA
264,Original_Schelling,70,70,0,40,0,26,1836,0,0.85,0.85,NA,0.89,NA,0.75,NA,1,1,NA,1,NA,1,NA,0.71,0.71,NA,0.68,0.79,NA,NA
265,Original_Schelling,70,70,0,40,0,24,1804,0,0.85,0.85,NA,0.89,NA,0.75,NA,1,1,NA,1,NA,1,NA,0.7,0.7,NA,0.67,0.77,NA,NA
266,Original_Schelling,70,70,0,40,0,30,1814,0,0.86,0.86,NA,0.89,NA,0.77,NA,1,1,NA,1,NA,1,NA,0.7,0.7,NA,0.66,0.8,NA,NA
267,Original_Schelling,70,70,0,40,0,42,1885,0,0.85,0.85,NA,0.89,NA,0.76,NA,1,1,NA,1,NA,1,NA,0.73,0.73,NA,0.69,0.83,NA,NA
268,Original_Schelling,70,70,0,40,0,26,1765,0,0.85,0.85,NA,0.89,NA,0.76,NA,1,1,NA,1,NA,1,NA,0.68,0.68,NA,0.65,0.75,NA,NA
269,Original_Schelling,70,70,0,40,0,20,1779,0,0.86,0.86,NA,0.9,NA,0.76,NA,1,1,NA,1,NA,1,NA,0.69,0.69,NA,0.67,0.76,NA,NA
270,Original_Schelling,70,70,0,40,0,27,1861,0,0.84,0.84,NA,0.88,NA,0.76,NA,1,1,NA,1,NA,1,NA,0.72,0.72,NA,0.69,0.78,NA,NA
271,Original_Schelling,70,70,0,50,0,31,1817,0,0.9,0.9,NA,0.93,NA,0.84,NA,1,1,NA,1,NA,1,NA,0.71,0.71,NA,0.69,0.74,NA,NA
272,Original_Schelling,70,70,0,50,0,30,1840,0,0.89,0.89,NA,0.92,NA,0.81,NA,1,1,NA,1,NA,1,NA,0.71,0.71,NA,0.7,0.74,NA,NA
273,Original_Schelling,70,70,0,50,0,30,1803,0,0.9,0.9,NA,0.93,NA,0.83,NA,1,1,NA,1,NA,1,NA,0.71,0.71,NA,0.69,0.74,NA,NA
